address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_two_people,reviews_list,cuisines_count,service_type,city_location
"Address_293, Bangalore",Resto_293,Yes,Yes,3.6,432,080-9467339,JP Nagar,Fine Dining,Sushi,"Chinese, Fast Food, Mexican, South Indian",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_909, Bangalore",Resto_909,No,Yes,4.5,1898,080-5263793,HSR Layout,Quick Service Restaurant,Steak,"Continental, Desserts, Italian, South Indian, Thai",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_407, Bangalore",KFC,No,No,3.5,2750,080-9937547,Jayanagar,Casual Dining,Steak,"Desserts, Italian, Mexican, South Indian, Thai",2000,Sample Review Text...,5,Buffet,Bengaluru
"Address_278, Bangalore",Leon Grill,No,No,3.9,1268,080-6093108,JP Nagar,Bakery,Biryani,"Chinese, Desserts, Italian, Mexican, South Indian",1500,Sample Review Text...,5,Delivery,Bengaluru
"Address_222, Bangalore",Burger King,Yes,Yes,4.1,652,080-3192032,Indiranagar,Bakery,Salad,"Continental, Desserts, Fast Food, Italian, South Indian",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_824, Bangalore",Pizza Hut,No,Yes,3.5,257,080-8481497,Marathahalli,Quick Service Restaurant,Biryani,Fast Food,1500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_573, Bangalore",McDonald's,Yes,Yes,3.6,2206,080-4679813,Marathahalli,Pub,Pizza,"Chinese, Continental, Italian, Mexican, Thai",1500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_212, Bangalore",Onesta,Yes,No,2.5,331,080-4512853,Marathahalli,Quick Service Restaurant,Pasta,"North Indian, Thai",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_356, Bangalore",Resto_356,No,No,4.4,1840,080-9776491,Koramangala,Casual Dining,Salad,"Fast Food, North Indian, Thai",1500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_310, Bangalore",Resto_310,Yes,No,3.5,1952,080-3747879,Jayanagar,Pub,Burgers,"Desserts, Italian, Mexican, South Indian, Thai",2000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_234, Bangalore",Resto_234,Yes,Yes,2.6,1814,080-3976712,HSR Layout,Fine Dining,Pizza,"Beverages, Fast Food, Italian",800,Sample Review Text...,3,Dine-out,Bengaluru
"Address_418, Bangalore",Leon Grill,No,No,4.5,546,080-7330379,Whitefield,Cafe,Burgers,"Continental, Desserts, Italian, North Indian, Thai",1200,Sample Review Text...,5,Delivery,Bengaluru
"Address_813, Bangalore",Resto_813,Yes,No,3.6,1923,080-1660659,Whitefield,Fine Dining,Pasta,"Chinese, South Indian",2000,Sample Review Text...,2,Cafes,Bengaluru
"Address_80, Bangalore",Pizza Hut,Yes,No,2.9,1851,080-7450545,Koramangala,Casual Dining,Salad,"Beverages, Chinese, Continental",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_257, Bangalore",Burger King,Yes,No,3.1,2412,080-2406225,Indiranagar,Bakery,Dosa,"Continental, Desserts",800,Sample Review Text...,2,Buffet,Bengaluru
"Address_295, Bangalore",Burger King,Yes,Yes,3.7,2120,080-6283223,Jayanagar,Quick Service Restaurant,Biryani,Continental,800,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_349, Bangalore",Resto_349,Yes,Yes,3.5,376,080-3179482,Koramangala,Pub,Steak,"Chinese, Fast Food",400,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_386, Bangalore",Leon Grill,No,No,2.4,668,080-2288937,Koramangala,Quick Service Restaurant,Burgers,"Mexican, North Indian, Thai",1000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_677, Bangalore",Onesta,No,No,3.6,1210,080-6459256,Indiranagar,Cafe,Burgers,Continental,1500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_916, Bangalore",Onesta,No,No,3.1,171,080-7250140,Koramangala,Bakery,Sushi,"North Indian, Thai",200,Sample Review Text...,2,Cafes,Bengaluru
"Address_971, Bangalore",Resto_971,No,No,2.2,887,080-6262923,Koramangala,Pub,Sushi,"Chinese, Fast Food, Mexican, South Indian",800,Sample Review Text...,4,Delivery,Bengaluru
"Address_628, Bangalore",Resto_628,No,Yes,2.6,2429,080-3310537,Indiranagar,Casual Dining,Sushi,"Continental, Mexican, North Indian, South Indian",200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_666, Bangalore",Resto_666,Yes,No,4.9,2359,080-8023372,Marathahalli,Fine Dining,Dosa,"Desserts, South Indian",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_453, Bangalore",Burger King,No,No,3.2,667,080-9609823,Jayanagar,Pub,Pizza,"Desserts, Fast Food",600,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_999, Bangalore",Burger King,No,No,4.5,566,080-8079391,Marathahalli,Fine Dining,Sushi,"Beverages, Continental, Thai",2500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_831, Bangalore",McDonald's,Yes,Yes,4.3,2344,080-6258986,unknown,Fine Dining,Pizza,"Beverages, Continental, Desserts, Fast Food, Italian",2000,Sample Review Text...,5,Cafes,Bengaluru
"Address_376, Bangalore",McDonald's,No,No,3.6,1255,080-1793880,Jayanagar,Bar,Pasta,"Desserts, Italian, Thai",1000,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_636, Bangalore",Resto_636,No,Yes,3.3,227,080-8367376,Indiranagar,Quick Service Restaurant,Pizza,"Desserts, Italian, Mexican, South Indian",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_117, Bangalore",Resto_117,Yes,No,3.4,2790,080-5819172,Jayanagar,Casual Dining,Sushi,"Desserts, Italian, Mexican, South Indian, Thai",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_562, Bangalore",Resto_562,Yes,Yes,2.6,475,080-5429825,Koramangala,Fine Dining,Pasta,"Beverages, Fast Food, Thai",400,Sample Review Text...,3,Cafes,Bengaluru
"Address_265, Bangalore",Pizza Hut,No,No,4.2,1391,080-4697401,Marathahalli,Fine Dining,Burgers,"Beverages, Desserts, Fast Food, North Indian",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_449, Bangalore",Leon Grill,No,Yes,3.5,2260,080-5049009,Whitefield,Pub,Dosa,"Beverages, North Indian, South Indian",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_201, Bangalore",Resto_201,Yes,No,3.5,1357,080-9248001,HSR Layout,Casual Dining,Pizza,"Continental, North Indian, South Indian, Thai",1000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_104, Bangalore",Pizza Hut,Yes,No,2.1,2568,080-2005173,Whitefield,Fine Dining,Pasta,"Desserts, Italian, Mexican",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_769, Bangalore",Resto_769,No,No,3.5,1725,080-6227870,Marathahalli,Bakery,Burgers,"Continental, North Indian, South Indian",400,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_832, Bangalore",McDonald's,Yes,No,4.6,2981,080-1990212,Whitefield,Casual Dining,Salad,"Continental, Italian, Mexican, Thai",600,Sample Review Text...,4,Dine-out,Bengaluru
"Address_654, Bangalore",Resto_654,Yes,No,3.1,346,080-4765620,Koramangala,Quick Service Restaurant,Burgers,"Desserts, Fast Food, Italian, Mexican, North Indian",1500,Sample Review Text...,5,Cafes,Bengaluru
"Address_754, Bangalore",Nandhana Palace,No,No,3.9,826,080-8375951,Whitefield,Cafe,Pizza,"Beverages, Continental, Italian, Mexican",1200,Sample Review Text...,4,Cafes,Bengaluru
"Address_377, Bangalore",Resto_377,Yes,Yes,2.8,718,080-8396883,Jayanagar,Cafe,Dosa,"Chinese, North Indian",1200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_817, Bangalore",Resto_817,No,Yes,2.1,2556,080-5534607,Koramangala,Fine Dining,Steak,"Chinese, Continental, Italian, Mexican, North Indian",1500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_736, Bangalore",Resto_736,No,No,4.7,2655,080-6189331,Jayanagar,Bar,Burgers,"Desserts, Fast Food, Italian, North Indian, South Indian",400,Sample Review Text...,5,Dine-out,Bengaluru
"Address_112, Bangalore",KFC,Yes,No,3.8,2538,080-6262886,MG Road,Cafe,Steak,"Chinese, North Indian",800,Sample Review Text...,2,Dine-out,Bengaluru
"Address_83, Bangalore",Leon Grill,No,Yes,2.4,1432,080-6510922,Whitefield,Fine Dining,Pasta,"Chinese, Continental, Desserts, South Indian",1500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_750, Bangalore",Empire Restaurant,Yes,Yes,3.2,1992,080-9459266,Koramangala,Bar,Sushi,"Beverages, Continental, Fast Food, North Indian, Thai",1500,Sample Review Text...,5,Buffet,Bengaluru
"Address_826, Bangalore",Resto_826,No,No,3.3,1651,080-1410703,Marathahalli,Bar,Pasta,"Beverages, Desserts, South Indian, Thai",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_484, Bangalore",Resto_484,No,Yes,4.8,2002,080-9533123,HSR Layout,Fine Dining,Steak,Desserts,3000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_593, Bangalore",Leon Grill,No,Yes,4.8,2783,080-3092879,Koramangala,Quick Service Restaurant,Salad,"Beverages, Continental, North Indian",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_419, Bangalore",KFC,Yes,No,4,691,080-2968815,Koramangala,Bakery,Biryani,"Continental, Desserts, Mexican, North Indian, South Indian",600,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_638, Bangalore",Resto_638,No,Yes,4.4,606,080-8457126,Koramangala,Quick Service Restaurant,Biryani,"Chinese, Continental, Mexican, North Indian",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_986, Bangalore",Empire Restaurant,No,Yes,4,941,080-6666017,MG Road,Fine Dining,Pizza,"Beverages, Chinese, Continental, Fast Food, Thai",1000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_937, Bangalore",Resto_937,Yes,Yes,4.1,802,080-4785362,HSR Layout,Cafe,Pasta,"Continental, Desserts",200,Sample Review Text...,2,Delivery,Bengaluru
"Address_657, Bangalore",Resto_657,No,Yes,4.2,1211,080-1207016,JP Nagar,Pub,Pizza,"Continental, North Indian, South Indian, Thai",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_686, Bangalore",Empire Restaurant,No,Yes,3.4,446,080-9217672,Whitefield,Quick Service Restaurant,Burgers,"Chinese, Fast Food",2500,Sample Review Text...,2,Delivery,Bengaluru
"Address_862, Bangalore",Nandhana Palace,Yes,Yes,4.1,2478,080-7178852,Koramangala,Bakery,Pizza,"Fast Food, Mexican, North Indian, Thai",1000,Sample Review Text...,4,Cafes,Bengaluru
"Address_941, Bangalore",Nandhana Palace,Yes,Yes,4,463,080-1851580,Marathahalli,Bakery,Pizza,"Chinese, Continental, Fast Food, North Indian, South Indian",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_956, Bangalore",Resto_956,No,Yes,4.8,2506,080-9799214,Marathahalli,Bar,Biryani,"Chinese, Desserts, Mexican",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_929, Bangalore",Pizza Hut,Yes,No,4.5,1953,080-1287658,MG Road,Quick Service Restaurant,Burgers,"Desserts, Italian",2000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_923, Bangalore",KFC,No,Yes,4.5,2362,080-9854698,HSR Layout,Bakery,Dosa,"Chinese, Continental, Italian, Mexican, North Indian",1500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_152, Bangalore",Leon Grill,Yes,Yes,3,1746,080-4310554,Marathahalli,Cafe,Salad,"Fast Food, Italian, Mexican, South Indian",200,Sample Review Text...,4,Buffet,Bengaluru
"Address_519, Bangalore",Nandhana Palace,Yes,Yes,3.1,1133,080-2691296,Indiranagar,Quick Service Restaurant,Biryani,Fast Food,800,Sample Review Text...,1,Delivery,Bengaluru
"Address_452, Bangalore",Resto_452,No,No,3.5,254,080-9706452,MG Road,Cafe,Steak,"Chinese, Desserts, Italian, South Indian",2500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_249, Bangalore",Nandhana Palace,No,No,3.9,2515,080-3452813,Jayanagar,Bar,Salad,"Chinese, Continental, Desserts, Fast Food, South Indian",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_102, Bangalore",Leon Grill,Yes,No,4.5,508,080-9705660,Jayanagar,Quick Service Restaurant,Dosa,"South Indian, Thai",800,Sample Review Text...,2,Delivery,Bengaluru
"Address_897, Bangalore",Nandhana Palace,No,No,3.2,1356,080-1954674,Whitefield,Casual Dining,Steak,"Desserts, South Indian",400,Sample Review Text...,2,Cafes,Bengaluru
"Address_930, Bangalore",KFC,Yes,Yes,3.1,1043,080-5744820,Indiranagar,Quick Service Restaurant,Dosa,"Continental, Desserts, Fast Food, Mexican, North Indian",400,Sample Review Text...,5,Dine-out,Bengaluru
"Address_239, Bangalore",McDonald's,No,No,3.5,2668,080-2098434,HSR Layout,Quick Service Restaurant,Burgers,"Chinese, Continental, Fast Food, Mexican, South Indian",2500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_939, Bangalore",Burger King,Yes,Yes,2.6,629,080-9906450,unknown,Casual Dining,Sushi,"Continental, Italian, South Indian, Thai",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_955, Bangalore",Onesta,No,Yes,3.8,813,080-7794680,HSR Layout,Pub,Sushi,Italian,2000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_108, Bangalore",Resto_108,Yes,No,2.8,1498,080-4265774,MG Road,Quick Service Restaurant,Sushi,Mexican,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_455, Bangalore",Resto_455,No,No,2.1,585,080-9200596,Jayanagar,Bar,Biryani,"Chinese, Continental, Mexican, North Indian, South Indian",600,Sample Review Text...,5,Delivery,Bengaluru
"Address_890, Bangalore",Nandhana Palace,No,No,3.5,1905,080-1679886,MG Road,Fine Dining,Salad,"Chinese, Continental, Mexican, Thai",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_926, Bangalore",Resto_926,Yes,No,2.4,2966,080-8439215,Indiranagar,Bar,Burgers,"Beverages, Mexican, Thai",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_18, Bangalore",Pizza Hut,Yes,Yes,4.6,2266,080-5428914,Jayanagar,Quick Service Restaurant,Salad,"Fast Food, Italian, Thai",800,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_619, Bangalore",McDonald's,Yes,Yes,4.1,1730,080-9281506,HSR Layout,Quick Service Restaurant,Steak,"Mexican, South Indian",3000,Sample Review Text...,2,Delivery,Bengaluru
"Address_167, Bangalore",KFC,Yes,Yes,2.4,2990,080-5780177,MG Road,Quick Service Restaurant,Biryani,"Beverages, Italian, South Indian, Thai",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_0, Bangalore",Empire Restaurant,No,Yes,4.1,2771,080-1445199,Indiranagar,Pub,Burgers,"Chinese, Desserts, Fast Food, North Indian",800,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_556, Bangalore",Nandhana Palace,No,Yes,3.4,1369,080-3186206,Whitefield,Casual Dining,Sushi,North Indian,2500,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_964, Bangalore",Empire Restaurant,Yes,Yes,3.6,2161,080-9868569,Marathahalli,Bar,Pasta,"Continental, Thai",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_332, Bangalore",Resto_332,Yes,Yes,3.8,1488,080-2893930,MG Road,Cafe,Sushi,"Beverages, Desserts, Thai",200,Sample Review Text...,3,Cafes,Bengaluru
"Address_919, Bangalore",Resto_919,No,No,3.2,107,080-2679778,Whitefield,Quick Service Restaurant,Sushi,"Chinese, South Indian",2500,Sample Review Text...,2,Delivery,Bengaluru
"Address_951, Bangalore",Burger King,Yes,Yes,4.3,336,080-7541115,Marathahalli,Bar,Pasta,Mexican,1000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_953, Bangalore",Pizza Hut,No,Yes,4.1,1508,080-2032303,HSR Layout,Pub,Sushi,"Beverages, Continental, Fast Food, South Indian, Thai",600,Sample Review Text...,5,Delivery,Bengaluru
"Address_849, Bangalore",Empire Restaurant,Yes,Yes,4.5,2907,080-4155287,Whitefield,Fine Dining,Burgers,"Continental, Italian, North Indian, Thai",1000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_396, Bangalore",Onesta,No,Yes,3.5,2761,080-2426162,Marathahalli,Fine Dining,Pizza,Mexican,2000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_975, Bangalore",Burger King,Yes,Yes,2.6,1146,080-8533390,Whitefield,Casual Dining,Pasta,"Continental, Desserts, Fast Food, Italian",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_182, Bangalore",Resto_182,Yes,Yes,3.5,910,080-2081661,Jayanagar,Cafe,Burgers,"Chinese, Continental, Mexican, Thai",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_570, Bangalore",Nandhana Palace,No,Yes,3.8,729,080-6059400,MG Road,Pub,Dosa,"Fast Food, Mexican, South Indian",600,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_912, Bangalore",Pizza Hut,Yes,No,3.2,1746,080-2150745,unknown,Fine Dining,Pizza,"Chinese, Thai",1000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_788, Bangalore",Onesta,Yes,No,3.5,1652,080-6220992,MG Road,Bar,Sushi,"Desserts, Fast Food, Mexican, South Indian",1200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_528, Bangalore",Resto_528,Yes,No,4,1959,080-4533501,HSR Layout,Bakery,Burgers,"Mexican, North Indian, Thai",600,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_552, Bangalore",Burger King,No,No,2.2,1756,080-2929715,HSR Layout,Pub,Dosa,"Beverages, South Indian",800,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_816, Bangalore",Burger King,Yes,No,2.6,1147,080-8263690,Koramangala,Bakery,Sushi,"Italian, North Indian, South Indian",1000,Sample Review Text...,3,Delivery,Bengaluru
"Address_548, Bangalore",Resto_548,No,Yes,2,1764,080-7890722,Marathahalli,Cafe,Pizza,Beverages,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_343, Bangalore",Leon Grill,Yes,No,3.8,1174,080-5713926,Marathahalli,Casual Dining,Dosa,"Beverages, Chinese",1000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_776, Bangalore",Burger King,No,Yes,4.3,1887,080-7914627,Koramangala,Bakery,Biryani,"Fast Food, Italian, North Indian, South Indian",1200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_232, Bangalore",Nandhana Palace,Yes,No,3.9,818,080-5951637,Whitefield,Bar,Burgers,"Continental, Fast Food",600,Sample Review Text...,2,Buffet,Bengaluru
"Address_381, Bangalore",Empire Restaurant,No,No,4.5,1514,080-8475525,MG Road,Quick Service Restaurant,Pizza,Continental,1200,Sample Review Text...,1,Dine-out,Bengaluru
"Address_821, Bangalore",Leon Grill,Yes,Yes,3.5,2808,080-9880742,HSR Layout,Cafe,Burgers,Chinese,1500,Sample Review Text...,1,Cafes,Bengaluru
"Address_362, Bangalore",Pizza Hut,No,No,3.5,965,080-4250065,HSR Layout,Casual Dining,Pizza,"Beverages, Chinese, Desserts, Italian, Thai",800,Sample Review Text...,5,Dine-out,Bengaluru
"Address_617, Bangalore",KFC,No,Yes,3.5,1732,080-2848835,Jayanagar,Fine Dining,Burgers,"Chinese, Fast Food, South Indian",2000,Sample Review Text...,3,Delivery,Bengaluru
"Address_317, Bangalore",Resto_317,Yes,Yes,3.5,1036,080-8981122,Koramangala,Bakery,Salad,"Beverages, Continental, Desserts, North Indian",2000,Sample Review Text...,4,Cafes,Bengaluru
"Address_703, Bangalore",Resto_703,No,No,3.5,2966,080-5816345,HSR Layout,Quick Service Restaurant,Pasta,"Continental, South Indian",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_756, Bangalore",Nandhana Palace,No,No,2.9,782,080-7375830,HSR Layout,Casual Dining,Steak,"Beverages, Continental, Desserts, North Indian, Thai",2000,Sample Review Text...,5,Cafes,Bengaluru
"Address_340, Bangalore",Onesta,No,No,3.2,30,080-7156735,Marathahalli,Bar,Biryani,"Beverages, Continental",1500,Sample Review Text...,2,Delivery,Bengaluru
"Address_806, Bangalore",Onesta,No,No,3.1,973,080-7042065,Marathahalli,Pub,Burgers,"Beverages, Desserts, Thai",600,Sample Review Text...,3,Dine-out,Bengaluru
"Address_403, Bangalore",KFC,Yes,No,4.6,268,080-8087921,Whitefield,Casual Dining,Steak,"North Indian, South Indian, Thai",200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_554, Bangalore",Resto_554,Yes,Yes,3.1,2150,080-9554093,Whitefield,Fine Dining,Steak,"Italian, Thai",1500,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_135, Bangalore",Empire Restaurant,Yes,Yes,3.9,26,080-8650572,MG Road,Cafe,Sushi,"Chinese, South Indian",200,Sample Review Text...,2,Delivery,Bengaluru
"Address_189, Bangalore",Resto_189,Yes,Yes,4.5,297,080-3642476,unknown,Fine Dining,Steak,"Chinese, Fast Food, South Indian, Thai",1200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_301, Bangalore",Burger King,No,No,3,2684,080-1752920,Koramangala,Bar,Burgers,"Desserts, South Indian, Thai",3000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_48, Bangalore",Onesta,No,No,3.6,1862,080-1019311,Indiranagar,Quick Service Restaurant,Salad,"Chinese, Mexican, Thai",2500,Sample Review Text...,3,Cafes,Bengaluru
"Address_700, Bangalore",Empire Restaurant,No,No,2.5,2403,080-2031520,JP Nagar,Pub,Pizza,Mexican,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_652, Bangalore",KFC,No,No,4.5,1816,080-1905928,Whitefield,Quick Service Restaurant,Sushi,"Continental, Fast Food, Italian, South Indian, Thai",2500,Sample Review Text...,5,Cafes,Bengaluru
"Address_688, Bangalore",Onesta,No,No,2.7,1889,080-1228581,Marathahalli,Pub,Pasta,"Chinese, Fast Food, Mexican, North Indian, Thai",1500,Sample Review Text...,5,Buffet,Bengaluru
"Address_823, Bangalore",KFC,Yes,No,2.7,1616,080-5039461,Whitefield,Pub,Biryani,"Beverages, Continental, Desserts, Italian",1000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_851, Bangalore",Leon Grill,No,No,3.7,1524,080-2450315,Marathahalli,Quick Service Restaurant,Dosa,"Desserts, Mexican, South Indian",1200,Sample Review Text...,3,Dine-out,Bengaluru
"Address_748, Bangalore",Nandhana Palace,No,No,4.5,2415,080-5374141,Whitefield,Pub,Dosa,"Beverages, Chinese",2000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_957, Bangalore",KFC,Yes,Yes,3,1699,080-7329894,Indiranagar,Pub,Sushi,"Beverages, Fast Food",200,Sample Review Text...,2,Cafes,Bengaluru
"Address_290, Bangalore",Resto_290,No,No,3.5,2143,080-4214793,Indiranagar,Casual Dining,Pizza,"North Indian, South Indian",800,Sample Review Text...,2,Delivery,Bengaluru
"Address_927, Bangalore",Resto_927,No,No,3.9,2712,080-3660952,HSR Layout,Bakery,Biryani,"Continental, Mexican, North Indian, South Indian",200,Sample Review Text...,4,Delivery,Bengaluru
"Address_866, Bangalore",Onesta,No,Yes,3.5,1588,080-2217859,Indiranagar,Cafe,Pasta,"Beverages, South Indian",400,Sample Review Text...,2,Dine-out,Bengaluru
"Address_752, Bangalore",Resto_752,No,Yes,3.7,1859,080-4778731,MG Road,Casual Dining,Sushi,"Beverages, Continental, Fast Food, North Indian",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_620, Bangalore",KFC,Yes,Yes,3.5,146,080-7787380,Whitefield,Cafe,Steak,Beverages,400,Sample Review Text...,1,Cafes,Bengaluru
"Address_92, Bangalore",Nandhana Palace,No,Yes,3.5,2236,080-2058651,JP Nagar,Bar,Salad,"Desserts, Fast Food",1000,Sample Review Text...,2,Delivery,Bengaluru
"Address_440, Bangalore",Leon Grill,No,Yes,3.3,2079,080-7549342,HSR Layout,Pub,Steak,"Desserts, Fast Food, South Indian",1000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_448, Bangalore",Resto_448,No,Yes,3.3,840,080-6611860,Marathahalli,Fine Dining,Steak,"Continental, Italian, Mexican",400,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_361, Bangalore",Onesta,Yes,Yes,2.8,1844,080-9386722,MG Road,Cafe,Pizza,"Fast Food, North Indian",3000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_379, Bangalore",Resto_379,No,No,2.8,2349,080-2960855,Jayanagar,Bar,Dosa,"Beverages, Chinese, Desserts, Italian, Thai",200,Sample Review Text...,5,Delivery,Bengaluru
"Address_466, Bangalore",Pizza Hut,No,No,4.9,1399,080-1160702,HSR Layout,Bakery,Pasta,"Beverages, Fast Food, North Indian, South Indian, Thai",3000,Sample Review Text...,5,Cafes,Bengaluru
"Address_647, Bangalore",Empire Restaurant,No,No,3,243,080-1593277,Jayanagar,Cafe,Sushi,"Beverages, Desserts, Italian, North Indian, Thai",3000,Sample Review Text...,5,Delivery,Bengaluru
"Address_282, Bangalore",Resto_282,Yes,Yes,2.8,512,080-9280890,Marathahalli,Fine Dining,Burgers,Italian,400,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_729, Bangalore",KFC,Yes,No,4.5,717,080-1518244,Marathahalli,Fine Dining,Burgers,"South Indian, Thai",1000,Sample Review Text...,2,Buffet,Bengaluru
"Address_888, Bangalore",Burger King,No,No,2.1,1995,080-3469105,HSR Layout,Bar,Salad,Italian,1500,Sample Review Text...,1,Buffet,Bengaluru
"Address_779, Bangalore",Onesta,Yes,No,4.5,1988,080-6209788,JP Nagar,Quick Service Restaurant,Dosa,"Beverages, Desserts, South Indian, Thai",1000,Sample Review Text...,4,Buffet,Bengaluru
"Address_572, Bangalore",Onesta,Yes,Yes,4.8,1140,080-8110722,Jayanagar,Casual Dining,Salad,"Fast Food, Mexican, South Indian",1200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_721, Bangalore",KFC,No,No,4.3,1133,080-7951217,Koramangala,Pub,Pasta,"Beverages, Continental, North Indian, South Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_664, Bangalore",Onesta,No,No,3.7,999,080-8465986,JP Nagar,Cafe,Steak,"Desserts, Italian, Thai",400,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_213, Bangalore",Onesta,Yes,Yes,3.8,1652,080-6405839,MG Road,Bakery,Burgers,"Fast Food, Italian, North Indian, Thai",1200,Sample Review Text...,4,Delivery,Bengaluru
"Address_261, Bangalore",McDonald's,Yes,Yes,3.8,373,080-1633429,Jayanagar,Bakery,Steak,"Beverages, Chinese, Desserts, Mexican, South Indian",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_86, Bangalore",Pizza Hut,No,Yes,4.7,1804,080-3321942,Marathahalli,Bar,Dosa,"Beverages, Fast Food, Mexican",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_583, Bangalore",Leon Grill,Yes,No,2.4,1191,080-3556871,JP Nagar,Pub,Salad,"Chinese, Italian, Mexican, North Indian",3000,Sample Review Text...,4,Delivery,Bengaluru
"Address_768, Bangalore",Empire Restaurant,No,Yes,4.9,683,080-3550993,JP Nagar,Cafe,Steak,South Indian,3000,Sample Review Text...,1,Dine-out,Bengaluru
